MAPPED_TRAIT,MAPPED_TRAIT_URI,MAPPED_TRAIT_DESCRIPTION
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member C in blood serum,http://purl.obolibrary.org/obo/OBA_2040260,Ontology not covered
level of C-type lectin domain family 4 member C in blood serum,http://purl.obolibrary.org/obo/OBA_2040260,Ontology not covered
level of C-type lectin domain family 4 member C in blood serum,http://purl.obolibrary.org/obo/OBA_2040260,Ontology not covered
level of C-type lectin domain family 4 member C in blood serum,http://purl.obolibrary.org/obo/OBA_2040260,Ontology not covered
level of C-type lectin domain family 4 member C in blood serum,http://purl.obolibrary.org/obo/OBA_2040260,Ontology not covered
level of C-type lectin domain family 4 member C in blood serum,http://purl.obolibrary.org/obo/OBA_2040260,Ontology not covered
level of C-type lectin domain family 4 member C in blood serum,http://purl.obolibrary.org/obo/OBA_2040260,Ontology not covered
level of C-type lectin domain family 4 member C in blood serum,http://purl.obolibrary.org/obo/OBA_2040260,Ontology not covered
level of C-type lectin domain family 4 member C in blood serum,http://purl.obolibrary.org/obo/OBA_2040260,Ontology not covered
level of C-type lectin domain family 4 member C in blood serum,http://purl.obolibrary.org/obo/OBA_2040260,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 4 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2041046,Ontology not covered
level of C-type lectin domain family 2 member L in blood serum,http://purl.obolibrary.org/obo/OBA_2044744,Ontology not covered
level of C-type lectin domain family 2 member L in blood serum,http://purl.obolibrary.org/obo/OBA_2044744,Ontology not covered
level of C-type lectin domain family 2 member L in blood serum,http://purl.obolibrary.org/obo/OBA_2044744,Ontology not covered
level of C-type lectin domain family 4 member G in blood serum,http://purl.obolibrary.org/obo/OBA_2044270,Ontology not covered
level of C-type lectin domain family 4 member G in blood serum,http://purl.obolibrary.org/obo/OBA_2044270,Ontology not covered
level of C-type lectin domain family 4 member G in blood serum,http://purl.obolibrary.org/obo/OBA_2044270,Ontology not covered
level of C-type lectin domain family 4 member G in blood serum,http://purl.obolibrary.org/obo/OBA_2044270,Ontology not covered
level of C-type lectin domain family 4 member G in blood serum,http://purl.obolibrary.org/obo/OBA_2044270,Ontology not covered
level of C-type lectin domain family 4 member G in blood serum,http://purl.obolibrary.org/obo/OBA_2044270,Ontology not covered
level of C-type lectin domain family 4 member G in blood serum,http://purl.obolibrary.org/obo/OBA_2044270,Ontology not covered
level of C-type lectin domain family 4 member G in blood serum,http://purl.obolibrary.org/obo/OBA_2044270,Ontology not covered
level of C-type lectin domain family 4 member G in blood serum,http://purl.obolibrary.org/obo/OBA_2044270,Ontology not covered
level of C-type lectin domain family 4 member G in blood serum,http://purl.obolibrary.org/obo/OBA_2044270,Ontology not covered
level of C-type lectin domain family 4 member G in blood serum,http://purl.obolibrary.org/obo/OBA_2044270,Ontology not covered
level of C-type lectin domain family 4 member G in blood serum,http://purl.obolibrary.org/obo/OBA_2044270,Ontology not covered
level of C-type lectin domain family 4 member G in blood serum,http://purl.obolibrary.org/obo/OBA_2044270,Ontology not covered
level of C-type lectin domain family 4 member G in blood serum,http://purl.obolibrary.org/obo/OBA_2044270,Ontology not covered
level of C-type lectin domain family 4 member G in blood serum,http://purl.obolibrary.org/obo/OBA_2044270,Ontology not covered
level of C-type lectin domain family 4 member G in blood serum,http://purl.obolibrary.org/obo/OBA_2044270,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of C-type lectin domain family 5 member A in blood serum,http://purl.obolibrary.org/obo/OBA_2044944,Ontology not covered
level of neuronal pentraxin-2 in blood serum,http://purl.obolibrary.org/obo/OBA_2042623,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin receptor in blood serum,http://purl.obolibrary.org/obo/OBA_2042624,Ontology not covered
level of neuronal pentraxin-1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042622,Ontology not covered
level of neuronal pentraxin-1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042622,Ontology not covered
level of neuronal pentraxin-1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042622,Ontology not covered
level of neuronal pentraxin-1 in blood serum,http://purl.obolibrary.org/obo/OBA_2042622,Ontology not covered
level of neuronal pentraxin-2 in blood serum,http://purl.obolibrary.org/obo/OBA_2042623,Ontology not covered
level of neuronal pentraxin-2 in blood serum,http://purl.obolibrary.org/obo/OBA_2042623,Ontology not covered
level of neuronal pentraxin-2 in blood serum,http://purl.obolibrary.org/obo/OBA_2042623,Ontology not covered
level of neuronal pentraxin-2 in blood serum,http://purl.obolibrary.org/obo/OBA_2042623,Ontology not covered
level of neuronal pentraxin-2 in blood serum,http://purl.obolibrary.org/obo/OBA_2042623,Ontology not covered
level of neuronal pentraxin-2 in blood serum,http://purl.obolibrary.org/obo/OBA_2042623,Ontology not covered
